arb_id,name,also_known_as,listed_first,listed_last,country,born_year,female,attorney,academic,public_bodies,sport_bodies,associated_with,case_nums,n_cases,first_appointment,latest_appointment,delisted,delisted_age,years_listed
315,José María Alonso Puig,NA,2010,NA,ESP,1953,0,1,0,0,0,Alonso & Díez-Hochleitner Abogados,"3525,3813,5888,2128,3568,3671,3576,4669, 4670,5285,6388,7549,2625,3332,3331,3330,3329,3380,3052,3852,3544,3500,3497,4322,3962,4222,4794,4775,4774,4787,4579,5334,5734,7156",33,2010-11-15,2021-11-09,FALSE,NA,NA
316,Menzies Campbell,NA,2010,NA,GBR,1941,0,1,1,1,1,Scottish Athletic Association,"2311, 2312",1,2011-08-22,2011-08-22,FALSE,NA,NA
317,Sophie Dion,NA,2010,NA,FRA,1956,1,1,1,1,0,NA,"2298,2528,2873,3254,3477",5,2011-07-12,2014-09-24,FALSE,NA,NA
318,Stephan Breidenbach,NA,2010,NA,DEU,1965,0,0,1,0,0,NA,"3684, 3693,6681,7168,8034",4,2015-09-16,2021-07-23,FALSE,NA,NA
319,Aliaksandr Danilevich,NA,2011,NA,BLR,1974,0,1,1,0,1,Belarusian Rugby Union,"2647,3527,5099,3133",4,2012-08-30,2017-12-04,FALSE,NA,NA
320,Angelo Cascella,NA,2011,2019,ITA,1966,0,1,1,0,0,NA,"2451,2688",2,2012-04-04,2012-04-12,TRUE,53,8
321,Arthur Emmett,NA,2011,NA,AUS,1943,0,1,1,1,0,NA,"2828,2758,A3-2014",3,2012-05-03,2014-07-18,FALSE,NA,NA
322,Blondel Thompson,NA,2011,NA,GBR,1953,1,1,0,0,1,"English FA,UK National Anti-Doping","2701,5175-PA",2,2012-11-21,2017-11-17,FALSE,NA,NA
323,Carlos Del Campo Colás,NA,2011,NA,ESP,1960,0,1,0,0,1,"LNFP, UEFA","4831,3301,5012,5853",4,2014-03-07,2019-07-02,FALSE,NA,NA
324,Charles Manzoni,NA,2011,NA,"GBR,HKG",1963,0,1,0,0,1,Hong Kong Sailing Federation,NA,0,NA,NA,FALSE,NA,NA
325,Daniel Visoiu,Dan Visoiu,2011,NA,"ROU,USA",1970,0,1,0,0,1,Romanian Olympic and Sports Committee,"3679,2544,3080,3194",4,2012-02-10,2015-02-27,FALSE,NA,NA
326,David Cairns,NA,2011,NA,"GBR,NZL,ESP",1961,1,0,0,0,0,B. Cremades y Asociados,3283,1,2014-04-01,2014-04-01,FALSE,NA,NA
327,David Wei Wu,"Wei (David) Wu,Wei Wu, David Wu",2011,NA,"CHN,BRA",1968,0,1,0,0,0,NA,"4560,5164,5940,5779,5537,OG 14-003",6,2014-02-13,2019-02-14,FALSE,NA,NA
328,Dong Su Ahn,NA,2011,2022,KOR,1941,0,1,0,1,1,NA,"AG 14-003,AG 14-002",2,2014-09-27,2014-10-02,TRUE,81,11
329,Francisco Müssnich,NA,2011,NA,BRA,1955,0,1,0,0,0,NA,"OG 16-024,OG 16-013,OG 16-012,5663,2698,JO 20-014,OG 20-004,6809, 6843,6196",9,2012-11-28,2021-08-03,FALSE,NA,NA
330,François-Charles Bernard,NA,2011,2019,FRA,1968,0,1,0,0,0,NA,"2615, 2618,3586",2,2012-04-19,2014-12-11,TRUE,51,8
331,Georg von Segesser,NA,2011,2022,CHE,1944,0,1,0,0,0,Schellenberg Wittmer,"3365, 3366,3285,4343,3055,3055-IA,4179,3695,3883,5782,5659",10,2013-06-17,2019-03-29,TRUE,78,11
332,Geraint Jones,NA,2011,2022,GBR,1953,0,1,0,0,0,3 Paper Buildings Chambers,"3165,2430",2,2012-10-18,2014-01-14,TRUE,69,11
333,José María Cruz,NA,2011,2022,ESP,1960,0,1,0,0,1,"Sevilla FC,Spanish Professional Football League","2477,3383, 3384, 3385,4403,5285,5807,3896",6,2012-10-29,2019-02-13,TRUE,62,11
334,Ken Lalo,Ken E. Lalo,2011,NA,"ISR,USA",1958,0,1,0,0,1,"FEI,Israel Equestrian Federation","4206, 4209,4655,5301, 5302,5619,3435,3298,3269,4200,4534,4487,4486,4480,4615,3945,4772,4676,4378,5218,4984,5939,6025,5885, 5936,5520,OG AD 18-004,6541,6153,6152,ADD 11",28,2014-05-06,2020-10-15,FALSE,NA,NA
335,Lucio Colantuoni,NA,2011,2015,ITA,1963,0,1,1,0,0,NA,"3279,3508,2568,2428,2792,3099,3542,3625",8,2012-02-06,2015-03-23,TRUE,52,4
336,Marco Balmelli,NA,2011,NA,CHE,1969,0,1,0,0,0,Kellerhals Carrard,"3298,3797,4328,4588, 4589,5104,6639,3314,3665, 3666, 3667,3562,4203,5306,3393,3120,3241,3247,3403, 3404, 3405,3263,3579,3483,3723,3588,4026-4033,3953, 3954,3922,4260,4139,4105,4852,4733,4603,4597,5945,5738,5500,5513,6502,7400",37,2013-08-02,2021-05-21,FALSE,NA,NA
337,Markus Manninen,NA,2011,2023,FIN,1977,0,1,0,0,0,Hannes Snellman,"3820,4377,5021,5015, 5110,2682,2851,4458,5520,6109,3371,5330,5248,4980,4978,5990,5668,5667,5666,5581",19,2012-07-25,2020-02-19,TRUE,46,12
338,Mark Muedeking,NA,2011,NA,USA,1954,0,1,0,1,1,"USOC,DLA Piper",NA,0,NA,NA,FALSE,NA,NA
339,Mohammed Abdel Raouf,NA,2011,NA,EGY,1971,0,1,1,0,0,NA,"4254,OG 16-022,5475,2802,OG 16-024,OG 16-018,OG 16-028,5695,OG 18-005,OG 18-004",10,2012-07-24,2019-02-08,FALSE,NA,NA
340,Paul David,NA,2011,2023,"GBR,NZL",1956,0,1,0,0,0,NA,"4770,ADD 31",2,2017-10-20,2022-03-15,TRUE,67,12
341,Philippe Sands,NA,2011,NA,"GBR,FRA",1960,0,1,1,0,0,"11 Kings Bench Walk,Matrix Chamber,UCL","2625,4203,4184,3874,4355,4208,5444,5435,5434,4984,5166, 5405,5746,5734,5722,3488,3915,4803, 4804, 4983,4588, 4589,6181,3320,3487,3475,4303,4812,5042,5233,5987,5876,5824,5719,8417",31,2012-07-19,2022-08-31,FALSE,NA,NA
342,Roberto Moreno Rodriguez Alcalá,José Antonio Moreno Rodriguez,2011,NA,PRY,1976,0,1,1,1,0,NA,"3431,7090",2,2014-09-25,2020-11-19,FALSE,NA,NA
343,Anangga Roosdiono,NA,2012,NA,IDN,1944,0,1,0,0,1,"Indonesia Swimming Federation (PRSI),Indonesia Badminton Federation (PBSI)","3549,3548",2,2014-09-02,2014-09-02,FALSE,NA,NA
344,Arben Rakipi,NA,2012,NA,ALB,1961,0,1,1,1,0,NA,2967,1,2014-01-31,2014-01-31,FALSE,NA,NA
345,Augustin Emmanuel Senghor,Augustin E. Senghor,2012,NA,SEN,1965,0,1,0,0,1,"Fédération Sénégalaise de Footbal,FIFA,CNOSS","3207,4473,5098,2830",4,2012-11-14,2018-04-03,FALSE,NA,NA
346,Bernhard Heusler,NA,2012,2022,CHE,1963,0,1,0,0,1,"Heusler Werthmüller Heitz AG,Swiss FA","3097,3283,3741,3740,3577,4271,4642,7008, 7009,3107,4311,4426,5098",12,2014-01-31,2021-05-10,TRUE,59,10
347,Bruce Buck,NA,2012,2019,GBR,1946,0,1,0,0,0,"FA Premier League,Chelsea FC",3039,1,2013-08-29,2013-08-29,TRUE,73,7
348,Cristian Jura,NA,2012,2023,ROU,1972,0,1,1,0,0,NA,"3033,2890",2,2013-04-26,2013-11-28,TRUE,51,11
349,Emilio García Silvero,NA,2012,2013,ESP,1975,0,0,1,0,1,"Real Federación Española de Fútbol,FIFA,ICAS",2850,1,2013-01-23,2013-01-23,TRUE,38,1
350,Fabio Iudica,NA,2012,NA,ITA,1966,0,1,1,0,0,NA,"5374,5000,5339,6483,2852,2908,3703,3621,3477,7092,2889,3354,3160,3276,3258,3298,3269,3854,3754,3547,3472,4346,4206, 4209,3999, 4000,3896,4899,4815,4709,4693,4623, 4624,4550, 4576,4384,4722,4580,4448,4447,4446,5496,5336,6029,5957,5769,5661,5588,6578,6208,6207,6239,7527,7393,6950,6889,7957,OG 22-008, 009, 010,OG 22-007,OG 22-004,8334,8139",58,2013-04-09,2022-11-11,FALSE,NA,NA
351,Gary Roberts,Gary R. Roberts,2012,NA,USA,1948,0,1,1,0,0,"NFL,NHL",OG 14-002,1,2014-02-05,2014-02-05,FALSE,NA,NA
352,Gustavo Albano Abreu,Gustavo A. Abreu,2012,NA,ARG,1965,0,1,1,0,0,NA,"3443,4176,3909,4855, 4856, 4857,4903,5061,6899, 6930,6912,3643,3574,4217,6038,7605,7239, 7261,5279,5697,6130",17,2014-10-06,2021-11-01,FALSE,NA,NA
353,Herbert Hübel,NA,2012,2019,AUS,1958,1,0,0,0,1,"Salzburg FA,Austrian Football Federation (ÖFB),Austrian Olympic Committee (ÖOC)","3762,3877",2,2015-03-23,2015-08-03,TRUE,61,7
354,Ian Forrester,Ian S. Forrester,2012,NA,"GBR,BEL",1945,0,1,1,0,0,White & Case,"3309,3436",2,2014-12-23,2015-01-22,FALSE,NA,NA
355,James Spigelman,NA,2012,2022,AUS,1946,0,1,0,0,0,NA,4059,1,2016-01-11,2016-01-11,TRUE,76,10
356,Klaus Reichert,NA,2012,NA,"IRL,DEU,GBR",1968,0,1,0,0,0,Brick Court Chambers,"6807,4223",2,2016-11-10,2020-10-23,FALSE,NA,NA
357,Laurence Boisson de Chazournes,NA,2012,NA,"FRA,CHE",1958,1,1,1,0,0,Matrix Chambers,"3794,3881,OG 18-005,OG 18-004",4,2015-02-11,2018-02-08,FALSE,NA,NA
358,Mahmoud Hammami,NA,2012,NA,TUN,1958,0,1,0,0,1,"Tunisian Football Federation,Tunisian National Olympic Committee","4482,3794",2,2015-02-11,2016-11-25,FALSE,NA,NA
359,M. Idwan Ganie,Mohamed Idwan Ganie,2012,NA,IDN,1955,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
360,Markus Bösiger,NA,2012,NA,CHE,1957,0,1,1,0,0,BEELegal Rechtsanwälte,"2932,2806,6029,3547,4428",5,2012-11-23,2019-09-17,FALSE,NA,NA
361,Michael Gerlinger,NA,2012,2016,DEU,1973,0,1,0,0,0,"FC Bayern Münich,ECA","2824,2813,3426,3251,3301,4495, 4535,4384,4586,3679,3642,3527,3710,4573,3135,3757,3803,3647, 3648,4283,4731,4549",20,2012-10-31,2017-06-26,TRUE,43,4
362,Rauf Soulio,NA,2012,NA,AUS,1957,0,1,0,0,1,Football Federation of South Australia,"3682,4846,6665,3975,8403",5,2015-04-20,2022-04-20,FALSE,NA,NA
363,Robert Decary,Robert Décary,2012,2022,CAN,1944,0,1,0,0,0,NA,OG 14-001,1,2014-02-04,2014-02-04,TRUE,78,10
364,Lars Nilsson,NA,2013,NA,SWE,1953,0,1,0,0,1,NA,4250,1,2016-05-09,2016-05-09,FALSE,NA,NA
365,Prosper Abega,NA,2012,2019,"FRA,CMR",1964,0,1,0,0,1,FIFA,"3351,2862,4069,5881",4,2013-01-11,2019-04-09,TRUE,55,7
366,Alexander McLin,NA,2014,NA,"CHE,USA",1970,0,1,0,0,1,"IAAF,FEI,FISA,Baker & McKenzie,Lenz & Staeheli","4160,5659,6809, 6843,3485,4631,5112,5000,4280,4256,4273,4272,4155,4874,4859,4516,4512,4821,5304,5101,5142,4981,5131,6045,5882,5796,6087,6315,6249,6590,7567,6753,7513,7947,8076",34,2014-08-12,2022-10-10,FALSE,NA,NA
367,Andrew de Lotbinière McDougall,Andre McDougall,2014,NA,"FRA,CAN",1970,0,1,0,0,0,White & Case,"5025,6594,4210,4501,5641",5,2015-12-28,2022-08-26,FALSE,NA,NA
368,Boris Vittoz,NA,2014,2019,CHE,1975,0,1,0,0,0,NA,"4289,4282,5125,4998,4987,4986,4985,5769,6210, 6277,4018,4812",11,2015-12-10,2019-09-17,TRUE,44,5
369,Carol Roberts,Carol L. Roberts,2014,2023,CAN,1957,1,1,0,0,1,NA,"OG 16-009,OG 16-005, 007,OG 16-022,OG 16-023,OG 16-028,5320,OG 18-003,OG 18-002,OG 18-001,ADD 4,ADD 25",11,2016-08-03,2021-11-25,TRUE,66,9
370,Christopher Murray,NA,2014,NA,GBR,1971,0,1,0,0,0,Clyde & Co,NA,0,NA,NA,FALSE,NA,NA
371,David Evans,David L. Evans,2014,NA,USA,1957,0,1,0,0,0,Murphy & King,NA,0,NA,NA,FALSE,NA,NA
372,Guillermo Cabanellas,NA,2012,NA,"ARG,ESP",1950,0,1,1,0,0,NA,3170,1,2014-04-04,2014-04-04,FALSE,NA,NA
373,Hamid Gharavi,NA,2014,NA,"FRA,IRN",1971,0,1,0,0,0,NA,"5299,5446,5445,5441,5440,5439,5438,5437,5436,5428,5427,5426,5425,5424,5423,5422,5380,5379,5754,5506,5505,5504,5503,5502,6168,6167,6166,6165,6689,7596",30,2018-02-01,2021-11-16,FALSE,NA,NA
374,Jacques Radoux,NA,2014,NA,LUX,1969,0,0,0,0,0,NA,"4534,7444,3831,3561, 3614,7215, 7232,4160,4279,4069,4828,4487,4486,4480,4484,5444,5435,5434,5357,5021,5994,5704,5676,5675,5674,5673,5672,6421,6483,6132, 6146,7279,7175,8488,8413,8371,7371",34,2015-04-23,2022-06-10,FALSE,NA,NA
375,Jalal El Ahdab,Jalal (Jil) El Ahdab,2014,NA,"LBN,FRA",1973,0,1,1,0,0,"Bird & Bird,Orrick Rambaud Martel","4057,4955,5475,5545",4,2015-11-30,2019-08-23,FALSE,NA,NA
376,Jean-Paul Costa,NA,2014,2022,FRA,1941,0,0,0,0,0,NA,"3739, 3749,4452",2,2015-04-30,2016-11-04,TRUE,81,8
377,Jennifer Kirby,NA,2014,NA,"GBR,USA,FRA",1969,1,1,0,0,0,Herbert Smith,"4889,4233,5025,4615",4,2016-07-05,2017-09-22,FALSE,NA,NA
378,Jeffrey Rosenthal,NA,2014,NA,USA,1967,0,1,0,0,0,Cleary Gottlieb Steen & Hamilton,NA,0,NA,NA,FALSE,NA,NA
379,Jennifer Price,Jennifer L. Price,2014,NA,USA,1958,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
380,Laurence Burger,NA,2014,2019,CHE,1970,0,1,0,0,0,Landolt & Koch,4885,1,2017-07-21,2017-07-21,TRUE,49,5
381,Niall Meagher,NA,2014,NA,"IRL,USA,CHE",1965,0,1,0,0,0,NA,3877,1,2015-08-03,2015-08-03,FALSE,NA,NA
382,Pierre Muller,NA,2014,NA,CHE,1969,0,0,0,0,0,NA,"5937,5808,6181,7061,5745,6274,6225,6985,4569,4960,5881",11,2016-09-20,2022-06-03,FALSE,NA,NA
383,Sofoklis Pilavios,NA,2013,NA,GRC,1966,0,1,0,0,1,"Hellenic Football Federation,UEFA,FIFA,Panathinaikos FC","4351,4049,3443,3431,3602,6912,6444, 6445,3822,3797,3741,3740,3527,3855,4232,4203,3975,4186,4884,4539, 4545,4517,4402,4669, 4670,4588, 4589,5182,5125,5077,5051,5448, 5449, 5450,5401,5232,5227,5244,5213,6075,5683,6027,6129,6933,6941,7878, 7916",40,2014-09-25,2022-04-27,FALSE,NA,NA
384,Ucheora Onwuamaegbu,NA,2014,NA,"NGA,GBR,USA",1965,0,1,0,0,0,NA,7930,1,2021-11-04,2021-11-04,FALSE,NA,NA
385,Alvaro Garcia-Alaman de la Calle,"Alvaro Garcia Alaman de la Calle,Alvaro García-Alamán",2015,2019,ESP,1970,0,1,0,0,0,Real Madrid FC,5297,1,2018-10-15,2018-10-15,TRUE,49,4
386,André Brantjes,Andre Brantjes,2015,NA,NLD,1960,0,1,0,0,0,NA,"6907,5272,5227,6052,6246,8134,6275,6275-PA,8915, 8918, 8919, 8920",9,2018-03-08,2022-06-23,FALSE,NA,NA
387,Andrea Carska-Sheppard,NA,2015,2023,"SVK,CAN",1965,1,0,0,0,0,NA,"OG 16-008,4024,3971,3970,OG 16-025,OG 16-023,OG 16-015",7,2015-11-17,2016-08-18,TRUE,58,8
388,Attila Berzeviczi,NA,2015,NA,HUN,1967,0,1,0,0,0,NA,"4595,8334,5022",3,2016-11-21,2022-11-11,FALSE,NA,NA
389,Bruno De Vita,NA,2015,NA,CAN,1958,0,1,0,0,0,Alexander Holburn Beaudin + Lang,4176,1,2016-04-04,2016-04-04,FALSE,NA,NA
390,Cameron Myler,NA,2015,NA,USA,1968,1,1,0,0,0,NA,"5114,5615,OG AD 18-005-PA",3,2018-02-24,2019-03-25,FALSE,NA,NA
391,Daniel Lorenz,NA,2015,2019,PRT,1973,0,1,0,0,0,FC Porto,"5900,6027,4055",3,2016-06-27,2019-12-30,TRUE,46,4
392,Didier Poulmaire,NA,2015,NA,FRA,1968,0,1,0,0,0,NA,"3993,3930,4709,4408,6623,4510",6,2015-01-15,2020-09-15,FALSE,NA,NA
393,Diego María Lennon,Diego Lennon,2015,NA,ARG,1965,0,1,0,0,0,NA,6002,1,2020-07-07,2020-07-07,FALSE,NA,NA
394,Dominik Kocholl,NA,2015,2019,AUT,1975,0,0,1,0,0,NA,"4839,5359,5205",3,2017-10-06,2018-05-29,TRUE,44,4
395,Dominique Brown-Berset,NA,2015,NA,CHE,1953,1,1,0,0,0,Brown & Page,5025,1,2017-09-22,2017-09-22,FALSE,NA,NA
396,Edward Canty,NA,2015,NA,GBR,1975,0,1,0,0,0,Brabners,"5747, 5748, 5749,4358,5274,6916,6985,7346, 7347, 7348",6,2016-05-13,2022-06-03,FALSE,NA,NA
397,Esther Winder,NA,2015,NA,ISR,1959,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
398,Francesco Macri,NA,2015,NA,ITA,1964,0,1,0,0,0,NA,"7331,4489,6921, 7297,8319,8318,7820,8054,8075",8,2017-02-13,2022-11-25,FALSE,NA,NA
399,Frans de Weger,NA,2015,NA,NLD,1978,0,1,0,0,0,NA,"3891,5341,5272,5127,5277,5733,7075,6444, 6445,4081, 4087,4266,6045,5900,5663,6626,6533, 6539,6646,6568,7499,7290,6679,7517,7516,7252,7685,7680",25,2015-12-10,2022-04-11,FALSE,NA,NA
400,Georg von Waldenfels,NA,2015,NA,DEU,1944,0,1,0,1,1,"Clifford Chance,ITF","4855, 4856, 4857",1,2017-12-05,2017-12-05,FALSE,NA,NA
401,Gerardo Luis Acosta Pérez,Gerardo Luís Acosta Pérez,2015,2019,PRY,1974,0,1,1,0,0,National Anti-Doping Organization,"3804,3891,5011",3,2015-12-10,2017-07-10,TRUE,45,4
402,Gonzalo Bossart,NA,2015,NA,"CHL,CHE",1974,0,1,1,0,0,"UCI,FIFA","6007,5607, 5608",2,2019-01-22,2019-07-18,FALSE,NA,NA
403,Hayden Opie,NA,2015,NA,AUS,1953,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
404,Ike Ehiribe,NA,2015,NA,"GBR,NGA",1959,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
405,Jack Graham,NA,2015,NA,CAN,1956,0,1,0,0,1,"Tennis Canada,ITF",NA,0,NA,NA,FALSE,NA,NA
406,Jan Räker,NA,2015,2022,DEU,1977,0,1,0,0,0,"VfB Stuttgart 1893,Prinz Neidhardt Engelschall,ECA","4213,4135,5228,7175,6854, 6887,3858,4151,4924, 4943,4787,6626,6253,6393,6392,7134",14,2015-08-05,2022-04-26,TRUE,45,7
407,Janie Soublière,NA,2015,NA,CAN,1976,1,1,0,0,0,NA,"8125,7977",2,2021-06-11,2022-10-20,FALSE,NA,NA
408,John-Paul Mowberry,NA,2015,2022,GBR,1969,0,1,0,0,0,NA,6867,1,2021-04-26,2021-04-26,TRUE,53,7
409,Kok-Keng Lau,Kok Keng Lau,2015,2019,SGP,1964,0,1,0,0,0,NA,4039,1,2016-02-03,2016-02-03,TRUE,55,4
410,Lukas Handschin,NA,2015,2019,CHE,1959,1,1,1,0,0,"University of Basel,Baur Hürlimann,Lenz & Staehlin","3910,3926,4898",3,2015-10-06,2017-08-24,TRUE,60,4
411,Marc Beaumont,NA,2015,2019,GBR,1963,0,1,0,0,0,NA,3950,1,2015-08-27,2015-08-27,TRUE,56,4
412,Michael Hwang,NA,2015,NA,SGP,1943,0,1,0,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
413,Nicholas Stewart,NA,2015,2022,GBR,1947,0,1,0,0,0,NA,"4969,4968,6525,7526, 7559,4208,5830,6594,4368,4855, 4856, 4857,4642,5982",11,2016-01-04,2022-08-26,TRUE,75,7
414,Pat Barriscale,NA,2015,NA,IRL,1958,0,1,0,0,0,NA,"4704,5595,6337,6095,7075",5,2017-04-06,2021-04-27,FALSE,NA,NA
415,Pavel Pivovarov,NA,2015,2019,RUS,1981,0,1,0,0,0,"ECA,Unknown club,RUF","3999, 4000,6129",2,2016-03-17,2019-10-30,TRUE,38,4
416,Peter van Minnen,Peter Van Minnen,2015,2019,NLD,1961,0,1,0,0,0,KNVB,"4215,5657",2,2016-06-29,2018-10-05,TRUE,58,4
417,Reto Annen,NA,2015,NA,CHE,1977,0,1,0,0,0,Kanzlei Kornplatz,4727,1,2017-04-12,2017-04-12,FALSE,NA,NA
418,Saleh Alobeidli,Saleh Al Obeidli,2015,2019,ARE,1980,0,1,0,0,0,Asian Football Confederation (AFC),"3951,5058",2,2015-08-27,2017-12-18,TRUE,39,4
419,Song Lu,NA,2015,NA,CHN,1957,0,1,1,0,0,NA,"OG 20-010, 011,OG 20-005,OG 20-003,OG 20-015",4,2021-07-19,2021-08-04,FALSE,NA,NA
420,Stavros Brekoulakis,NA,2015,NA,"GRC,GBR",1974,0,1,1,0,0,NA,"4560,4831",2,2017-04-25,2017-08-24,FALSE,NA,NA
421,Svenja Geissmar,Svenja Geismar,2015,NA,"DEU,GBR",1964,1,1,0,0,0,Arsenal FC,"4279,4046, 4047,3993,4790,5513,5205,5621,6209",8,2015-01-15,2020-01-13,FALSE,NA,NA
422,Theodore Giannikos,NA,2015,2016,GRC,1962,0,1,0,0,0,Olympiacos,4586,1,2016-10-24,2016-10-24,TRUE,54,1
423,Victor Berezov,NA,2015,2016,RUS,1979,0,1,0,0,1,Russian Olympic Committee,4255,1,2016-03-29,2016-03-29,TRUE,37,1
424,Yasna Stavreva,NA,2015,NA,BGR,1969,1,1,0,0,0,NA,"8651,4187,OG 20-006, 008,OG 20-012,OG 20-010, 011",5,2016-04-25,2022-09-21,FALSE,NA,NA
425,Ernesto Gamboa Morales,NA,2015,NA,COL,1950,0,1,0,0,0,NA,7305,1,2021-03-24,2021-03-24,FALSE,NA,NA
426,Anna Bordiugova,NA,2016,NA,"UKR,ITA",1982,1,1,0,0,0,UEFA,"6044,5598,5982,6209,6187, 6189,8592,7276,8344,7714",9,2019-01-04,2022-06-20,FALSE,NA,NA
427,Anthony Lo Surdo,NA,2016,NA,AUS,1964,0,1,0,0,0,NA,"6286,5306,5940,5618",4,2018-01-15,2019-12-11,FALSE,NA,NA
428,Anton Jagodic,NA,2016,NA,SVN,1957,0,0,0,0,1,"Olympic Committee of Slovenia,EOC",4919,1,2017-06-26,2017-06-26,FALSE,NA,NA
429,Anthony Rogers,Antony Rogers,2016,NA,"GBR,HKG",1946,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
430,Carine Dupeyron,NA,2016,NA,FRA,1974,1,1,0,0,0,Darrois Villey Maillot Brochier,"6161,6421,6918,6069,7247,OG 20-012,OG 20-004,8140",8,2020-05-17,2021-08-03,FALSE,NA,NA
431,Chedli Rahmani,NA,2016,NA,TUN,1968,0,0,0,0,1,Tunisian Chess Federation,4452,1,2016-11-04,2016-11-04,FALSE,NA,NA
432,Chelva R. Rajah,NA,2016,NA,SGP,1948,0,1,0,0,1,Singapore Cricket Association,NA,0,NA,NA,FALSE,NA,NA
433,Daniele Moro,NA,2016,NA,"CHE,ITA",1968,0,1,0,0,0,NA,"5090,8156,4848,4468",4,2016-09-28,2022-10-17,FALSE,NA,NA
434,Donald Rukare,NA,2016,NA,UGA,1968,0,1,0,0,1,"Uganda Olympic Committee,Uganda Swimming Federation,FINA",6669,1,2022-04-28,2022-04-28,FALSE,NA,NA
435,Félix de Luis y Lorenzo,"J. Félix de Luis y Lorenzo,J. Felix de Luis y Lorenzo",2016,NA,ESP,1958,0,1,0,0,0,NA,"5264, 5265, 5266",1,2020-02-03,2020-02-03,FALSE,NA,NA
436,Fanny-Marie Brisdet,NA,2016,NA,"FRA,NLD",1975,1,1,0,1,0,NA,NA,0,NA,NA,FALSE,NA,NA
437,George Christofides,George T. Christofides,2016,NA,CYP,1972,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
438,Herman Verbist,NA,2016,NA,BEL,1959,0,1,0,0,0,NA,4794,1,2017-10-05,2017-10-05,FALSE,NA,NA
439,Hector R. Maldonado,Hector Rene Maldonado Rodriguez,2016,NA,HND,1965,0,1,0,0,1,National Commission of Appeal of football of Honduras,NA,0,NA,NA,FALSE,NA,NA
440,Jack Anderson,NA,2016,2019,IRL,1974,0,0,1,0,0,NA,5121,1,2017-12-19,2017-12-19,TRUE,45,3
441,Jens Evald,NA,2016,2023,DNK,1961,0,0,1,0,0,NA,"5124,4921, 4922,5392,5332,5331,5157,5039,5000,4944,5712,5651,5620,5570,ADD 3,ADD 2021-42,7977,ADD 42,ADD 41",18,2017-05-30,2022-06-16,TRUE,62,7
442,Laura Abrahamson,NA,2016,NA,USA,1963,1,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
443,Mohammad Al Kamali,NA,2016,NA,ARE,1970,0,1,0,1,1,NA,NA,0,NA,NA,FALSE,NA,NA
444,Nicolas Ulmer,NA,2016,NA,"CHE,USA",1952,0,1,0,0,0,"Budin & Associés,Winston & Strawn","4579,4567",2,2016-11-09,2017-02-03,FALSE,NA,NA
445,Paul A.J. Supramaniam,NA,2016,NA,SGP,1957,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
446,Petra Pocrnic Perica,NA,2016,2023,HRV,1981,1,0,1,0,0,NA,"5111,ADD 14",2,2018-01-16,2022-03-21,TRUE,42,7
447,Pieter Kalbfleisch,NA,2016,2019,NLD,1947,0,1,0,0,0,NA,"4899,4623, 4624,5421",3,2017-03-15,2018-05-14,TRUE,72,3
448,Rabab Yasseen,NA,2016,NA,"IRQ,CHE",1962,1,1,0,0,0,Mentha Avocats,"4927,4254,OG 16-013,OG 16-012,OG 16-004,OG 16-026,JO 16-027",7,2016-02-01,2017-06-16,FALSE,NA,NA
449,Sioban Healy,Siobán Healy,2016,NA,"GBR,IRL",1965,1,1,0,0,0,NA,6432,1,2020-10-23,2020-10-23,FALSE,NA,NA
450,Timour Sysouev,NA,2016,NA,BLR,1973,0,1,1,0,0,NA,4944,1,2017-08-25,2017-08-25,FALSE,NA,NA
451,Xianyue Bai,Xianyue (Simon) Bai,2016,NA,CHN,1970,0,1,0,0,0,NA,"OG 22-005,OG 22-003,OG 22-011",3,2022-02-01,2022-02-19,FALSE,NA,NA
452,Judith Levine,NA,2016,NA,"IRL,AUS",1975,1,1,0,0,0,White & Case,8012,1,2022-06-13,2022-06-13,FALSE,NA,NA
453,Alain Zahlan de Cayetti,NA,2017,NA,FRA,1967,0,1,0,0,0,NA,"OG 22-005,OG 22-002,OG 22-011,5142,6468, 6478,7342,7341,6994,6993,6992,6991,6990,6770,8194,6793,7723,7717",17,2017-10-06,2022-04-14,FALSE,NA,NA
454,Axel Heck,NA,2017,NA,DEU,1947,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
455,Bandar Alhamidani,NA,2017,NA,SAU,1983,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
456,Bruce Hodgkinson,NA,2017,NA,AUS,1957,0,1,0,0,1,Australian Rugby Union Players' Association,NA,0,NA,NA,FALSE,NA,NA
457,Didier Linotte,NA,2017,NA,FRA,1948,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
